,umap_x,umap_y,read_cnt,bar_cnt,ncbi_id,Domain,Phylum,Class,Order,Family,Genus
196,6.2406435,7.2953615,2770,1,480813,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella
197,7.5300584,3.3398194,2939,1,487049,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-39,SCGC-AG-212-J23
198,-4.118102,42.646885,21752,5,487796,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MS024-2A
199,26.594284,13.618994,87963,4,487797,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531
200,6.3345923,6.4421897,13155,1,504487,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Jejuia
201,4.8996496,2.2128506,3546,1,504805,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Sinosporangium
202,5.1184993,4.8338394,3475,1,509635,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
203,6.6164756,6.0906568,3354,1,511998,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio
204,38.42271,39.1501,18364,3,512030,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_D
205,6.799511,6.4450393,5648,1,516124,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Embleya
206,11.633012,11.355713,8941,2,528244,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum
207,25.832912,25.499569,13150,4,538949,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,CAG-831
208,5.3350425,5.06412,30785,1,541003,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella
209,7.121693,6.3810415,2980,1,546160,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia
210,5.447116,6.1209626,6069,1,556055,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
211,6.2280602,6.837783,8697,1,558541,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Shewanella
212,11.925975,17.716722,3094,1,564710,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_B
213,9.343843,-0.6490608,16145,1,565073,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides
214,12.713093,-3.6591015,19102,1,568098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger
215,8.072972,7.174702,1226,1,568860,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Nonomuraea
216,6.102859,5.7597046,2645,1,570835,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter
217,8.26785,6.704605,3282,1,573060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_B
218,6.0686216,3.5603013,3339,1,574966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Halomonadaceae,Halomonas
219,6.2869935,6.5032496,37464,1,575593,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum
220,6.501155,5.2970243,8734,1,576131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lentibacter
221,9.890849,10.965435,1877,1,579545,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas
222,9.911038,10.925445,91156,1,579571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas
223,7.286219,5.4258895,6349,1,582607,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Kinneretia
224,16.693306,13.280509,9758,2,592050,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_B
225,29.97166,18.329294,11889,1,633131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,R2A62
226,6.127252,6.0563173,2472,1,639030,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter
227,5.866061,5.4940777,42341,1,639310,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya
228,7.1276994,5.4562154,4004,1,643867,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marivirga
229,6.2959676,4.905752,2966,1,644220,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,Marinicella
230,7.3300204,4.6576424,5923,1,645616,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Eoetvoesia
231,5.727972,6.847802,2846,1,649841,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Sulfuricella_A
232,10.990492,3.6899552,1168,1,657326,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
233,6.558863,6.5126476,6983,1,657387,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Kushneria
234,5.980318,6.271309,1691,1,658143,Bacteria,Firmicutes,Bacilli,RF39,CAG-1000,CAG-582
235,6.2950587,4.9812717,1622,1,660522,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus
236,576.1256,-96.338554,1157061,32,666509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina
237,6.243081,6.14502,5560,1,676201,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Beutenbergiaceae,Miniimonas
238,6.4212356,4.84715,1236,1,682998,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D
239,11.270723,3.4524825,8774,1,683124,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Flavobacteriaceae,Flavobacterium
240,6.0985737,4.2404823,23166,1,686624,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Tessaracoccus
241,7.3678193,7.589985,12110,1,690417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
242,6.951831,1.0282136,1143,1,700597,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces
243,6.4812765,5.0895,2524,1,701189,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,VAHJ01
244,6.0587363,5.0149493,3336,1,716813,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alteromonadaceae,Psychrosphaera
245,7.1402984,0.8868382,14705,1,718288,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces
246,9.899149,2.4996474,7465,1,722472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
247,6.935194,6.328808,1735,1,744406,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
248,6.6737356,6.153025,6587,1,744985,Bacteria,Proteobacteria,Gammaproteobacteria,HIMB59,HIMB59,HIMB59
249,4.8972173,5.7843347,2007,1,754417,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
250,7.2518535,5.352687,2056,1,760192,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
251,5.5085526,6.9365683,30567,1,762486,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
252,12.422553,11.4166565,15345,2,765821,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
253,3.9586852,8.346778,6008,1,857265,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
254,5.302173,4.885029,6495,1,871959,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis
255,8.598746,2.6599956,4654,1,887062,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hylemonella
256,6.302625,6.114234,2840,1,889274,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium
257,5.40166,7.168214,1655,1,903818,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga
258,6.8736286,6.2764306,3828,1,906888,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens
259,6.712054,5.488648,4161,1,912802,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter_D
260,6.4422975,6.617896,148528,1,913333,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus
261,53.747658,-138.93073,43598,6,925409,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
262,22.053194,-0.40798137,1211,1,926559,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA9320
263,6.3982897,4.8440776,1738,1,926562,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Owenweeksia
264,6.7950234,6.8152285,3772,1,929703,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus
265,5.595725,6.211488,4177,1,939296,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,AAA536-G10,AAA536-G10
266,5.811086,6.1499743,1001,1,983544,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
267,7.667585,2.880471,2790,1,984307,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Nitrosospira
268,6.383111,6.519178,26671,1,991905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Polymorphum
269,3.9613237,6.1585393,10180,1,996801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
270,17.96875,21.109138,13390,3,999628,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis
271,7.3453197,5.466617,1572,1,1002116,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pigmentiphaga
272,7.581042,6.057905,1875,1,1002672,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,IMCC9063
273,-359.36285,177.73224,595830,28,1007119,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13
274,75.36506,95.39194,86626,17,1009412,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,SCGC-AAA160-P02
275,6.077426,6.036683,3596,1,1009415,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,AAA164-E04
276,66.035675,96.34748,352548,7,1009418,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10
277,-109.57619,51.72055,56752,8,1009426,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13
278,6.5778737,6.8494644,2203,1,1033736,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium
279,5.82096,4.4910364,3921,1,1033743,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_L
280,7.6437054,3.430085,4979,1,1038869,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
281,10.3384,2.059858,2039,1,1040989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
282,6.2670536,5.0515513,4273,1,1048642,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina
283,7.0653267,5.748927,6078,1,1050370,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Thiomonas
284,8.63966,8.848586,8427,1,1069642,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
285,6.129462,6.43789,15621,1,1076588,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus
286,7.0013156,5.870025,4057,1,1076937,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Fontimonas
287,14.667437,15.082045,20533,2,1077935,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
288,7.641681,-1.2354047,3910,1,1078355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
289,11.296962,3.436893,3263,1,1094466,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
290,7.86893,5.1181865,2439,1,1100720,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans
291,6.579607,6.061446,3950,1,1101192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
292,6.19095,5.991021,1496,1,1110546,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella
293,6.2093806,6.1370277,1099,1,1114880,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aeromonas
294,2.2863905,10.029747,1612,1,1114924,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Albimonas
295,6.5342774,5.923523,3141,1,1116369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
296,6.8524837,4.790899,25331,1,1116472,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloglobulus
297,4.81085,7.4874415,1142,1,1120999,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Andreprevotia
298,5.949193,6.57082,20348,1,1121001,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Andreprevotia
299,6.35938,5.0964255,5416,1,1121029,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus_C
300,-0.4741348,36.74298,8194,3,1121032,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
301,4.5911465,7.4997473,1651,1,1121035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azovibrio
302,7.102602,5.805152,32249,1,1121090,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_C,Bacillus_AM
303,7.6713247,3.1586752,1158,1,1121127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
304,7.301356,5.734162,45970,1,1121259,Bacteria,Firmicutes_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor
305,7.578361,4.3284583,4931,1,1121349,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas
306,12.566226,16.427094,3369,2,1121920,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
307,4.9894476,3.9731152,1336,1,1121954,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
308,11.875617,11.116091,2461,2,1122134,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella
309,7.255805,5.278706,2701,1,1122135,Bacteria,Proteobacteria,Gammaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella
310,4.7012835,7.766891,3977,1,1122158,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Leeiaceae,Leeia
311,5.4009523,5.676816,4556,1,1122215,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia
312,5.889161,6.0243125,3940,1,1122599,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptunomonas
313,13.703751,12.895919,151688,2,1122600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nereida
314,9.411302,-0.717948,2505,1,1122610,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides
315,5.4044547,7.0809073,26229,1,1122623,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ottowia
316,7.262915,5.209816,15945,1,1122918,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Q
317,5.8326087,6.601933,56098,1,1122935,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Basfia_A
318,5.970716,6.4570894,102582,1,1123025,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia
319,6.5204806,4.8045487,3185,1,1123247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas
320,7.0746264,3.893718,65757,1,1123255,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Giesbergeria
321,6.5663695,4.6548767,8744,1,1123501,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia
322,6.567616,6.11371,3164,1,1123504,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Xenophilus
323,5.1386933,4.872693,8118,1,1128421,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JKG1
324,6.2163606,5.122255,1997,1,1132028,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Chromatocurvus
325,6.564193,5.343801,10231,1,1136941,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia
326,5.4201,5.6484365,2574,1,1141883,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia
327,10.306314,2.1001084,3611,1,1144344,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bradyrhizobium
328,5.9552507,5.3923635,2656,1,1144888,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
329,6.1418476,5.402387,1225,1,1155689,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus
330,7.1690288,6.352865,16465,1,1166337,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_G
331,6.241539,6.2471657,24714,1,1166950,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon
332,7.293527,5.744421,4172,1,1177179,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax
333,5.9716597,5.298419,1671,1,1177755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligella
334,6.8330946,5.467835,3471,1,1184609,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Kineosphaera
335,4.7667685,7.558989,1511,1,1190605,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio
336,6.919155,1.7494428,1880,1,1192162,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces
337,5.7819858,5.5546618,6628,1,1201290,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,DB6-IX
338,5.821412,7.3843236,2960,1,1206741,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia
339,5.616064,5.4106,1396,1,1208365,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472
340,6.0298657,7.4112415,1003,1,1210067,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia
341,5.828819,7.1105337,11318,1,1210074,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia
342,6.8799973,5.7830157,1460,1,1211814,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
343,6.8314238,5.588351,68904,1,1216932,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalivibrionaceae,Thioalkalivibrio
344,60.4087,37.15265,13049,2,1217052,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
345,6.148062,4.2049146,1079,1,1217718,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
346,15.406989,5.9239025,9756,2,1218075,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
347,6.7223964,5.3854337,15113,1,1220559,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Spirillospora
348,105.18252,-33.177567,36280,8,1223802,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea
349,7.845484,5.091744,13562,1,1224150,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya
350,7.75211,4.2394814,2362,1,1224163,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium
351,6.742084,6.399055,6577,1,1227945,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robertkochia
352,5.7281394,6.252668,2615,1,1235796,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
353,1809.3755,-4490.578,3895503,201,1235997,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum
354,6.858922,6.1539884,4713,1,1246445,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis
355,3.3074358,9.057674,8511,1,1248727,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
356,5.822645,6.1683555,3752,1,1249999,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
357,22.053099,-0.3440775,1025,1,1250295,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA9320
358,6.8376875,6.015952,2000,1,1255698,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Mycetocola_B
359,6.514355,4.808059,13401,1,1261621,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus_A
360,6.4084234,4.9017076,2185,1,1262133,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Caldatribacterium
361,6.636486,6.2539244,24418,1,1262973,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio
362,7.1453977,5.3671274,2652,1,1263870,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
363,376.6335,170.6322,518243,28,1265756,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter
364,916.1801,427.6269,1874567,70,1265757,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter
365,7.210854,5.6060133,4562,1,1266913,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalivibrionaceae,Thioalkalivibrio
366,7.0216885,6.4076757,4791,1,1267768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Brevirhabdus
367,8.192534,5.599814,58728,1,1268303,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus
368,5.107699,4.7086253,11755,1,1270196,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
369,6.890715,5.622618,8751,1,1273429,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Rhodocyclaceae,Accumulibacter
370,6.952574,7.268714,6572,1,1278207,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora
371,6.2631226,6.3690343,3930,1,1281578,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter
372,6.6608152,5.2210054,37039,1,1282737,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus
373,6.600398,5.6243453,1184,1,1293035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinophagaceae,Chitinophaga
374,6.511132,5.150435,1075,1,1295626,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulomonas
375,-9.33462,14.871827,30432,1,1297569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
376,6.679743,6.6704254,7909,1,1300915,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
377,9.295249,-0.6053359,7326,1,1303683,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides
378,6.2281384,4.3244314,1688,1,1304882,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
379,40.552765,180.96645,148004,18,1304883,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus
380,6.927777,1.6591073,92012,1,1305830,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces
381,6.8378415,5.4907613,10233,1,1305836,Bacteria,Proteobacteria,Gammaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A
382,6.076896,6.364274,1772,1,1311789,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus
383,7.8917966,5.8226347,1685,1,1312363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
384,6.5898137,5.8908887,7367,1,1314749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Azohydromonas
385,6.2367682,6.477322,2459,1,1320553,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
386,5.8506117,2.7749221,8188,1,1321610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax
387,12.897381,12.999989,1126,1,1325358,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Curvibacter
388,10.368271,2.0393894,2154,1,1331668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
389,12.122774,11.856926,6931,1,1335309,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
